"year","workstat","prestige","income","region","attend","owngun","tvhours","mothfath16","black","female","unem10","DivWid","kids","vhappy"
"1996","working fulltime",47,"$25000 or more","pacific",52,"yes",1,TRUE,FALSE,TRUE,"NA","no",1,"no"
"1996","working fulltime",64,"$25000 or more","pacific",30,"NA",5,TRUE,FALSE,TRUE,"no","no",1,"no"
"1996","working fulltime",31,"$20000 - 24999","pacific",104,"iap",5,TRUE,TRUE,TRUE,"NA","yes",0,"no"
"1996","working fulltime",66,"$25000 or more","pacific",30,"iap",3,TRUE,FALSE,TRUE,"NA","no",1,"no"
"1996","keeping house",44,"$25000 or more","pacific",52,"NA",5,FALSE,FALSE,TRUE,"no","no",0,"yes"
"1996","other",35,"$25000 or more","pacific",52,"iap",1.8,TRUE,FALSE,TRUE,"no","no",1,"yes"
"1996","working fulltime",24,"$25000 or more","pacific",6,"NA",4,TRUE,TRUE,FALSE,"no","no",0,"no"
"1996","working fulltime",33,"$25000 or more","pacific",6,"yes",3.6,FALSE,TRUE,FALSE,"no","yes",0,"yes"
"1996","keeping house",29,"$25000 or more","pacific",42,"NA",15,FALSE,TRUE,TRUE,"no","NA",4,"no"
"1996","working fulltime",20,"$10000 - 14999","pacific",0,"iap",0,FALSE,FALSE,FALSE,"NA","NA",0,"no"
"1996","working fulltime",86,"$25000 or more","pacific",52,"NA",1,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working parttime",58,"$10000 - 14999","pacific",6,"yes",2.4,TRUE,FALSE,FALSE,"yes","NA",0,"no"
"1996","keeping house",46,"$10000 - 14999","pacific",0.5,"iap",4,TRUE,FALSE,TRUE,"yes","NA",1,"no"
"1996","working fulltime",36,"$7000 to 7999","pacific",6,"NA",3,TRUE,FALSE,FALSE,"yes","NA",0,"no"
"1996","working fulltime",51,"$25000 or more","pacific",0,"iap",2,TRUE,FALSE,TRUE,"NA","no",0,"yes"
"1996","working fulltime",29,"$20000 - 24999","pacific",1,"NA",4,FALSE,FALSE,FALSE,"no","no",4,"no"
"1996","working fulltime",47,"$25000 or more","pacific",52,"NA",4,FALSE,FALSE,FALSE,"yes","yes",3,"no"
"1996","working fulltime",44,"$25000 or more","pacific",0.5,"yes",6,TRUE,FALSE,FALSE,"no","no",2,"yes"
"1996","working fulltime",48,"$20000 - 24999","pacific",0.5,"NA",5,TRUE,TRUE,FALSE,"yes","NA",0,"no"
"1996","working fulltime",36,"$25000 or more","pacific",1,"iap",2.2,TRUE,FALSE,FALSE,"yes","no",2,"no"
"1996","keeping house",42,"$10000 - 14999","pacific",52,"iap",3.8,FALSE,FALSE,TRUE,"yes","NA",2,"no"
"1996","retired",29,"$20000 - 24999","pacific",52,"NA",6,TRUE,FALSE,FALSE,"no","no",0,"yes"
"1996","keeping house",35,"$10000 - 14999","pacific",104,"iap",4,TRUE,FALSE,TRUE,"NA","NA",4,"no"
"1996","working fulltime",30,"$25000 or more","pacific",0,"yes",4,FALSE,TRUE,FALSE,"NA","NA",0,"no"
"1996","unempl, laid off",45,"$25000 or more","pacific",0.5,"iap",2.8,TRUE,FALSE,FALSE,"yes","NA",4,"no"
"1996","keeping house",25,"$3000 to 3999","pacific",52,"iap",4,TRUE,FALSE,TRUE,"NA","NA",2,"no"
"1996","working fulltime",64,"$15000 - 19999","pacific",12,"NA",3,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","working parttime",39,"$10000 - 14999","pacific",104,"NA",5,FALSE,FALSE,FALSE,"yes","NA",0,"no"
"1996","working fulltime",42,"$25000 or more","pacific",104,"NA",0,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",35,"$10000 - 14999","pacific",0,"iap",3,FALSE,FALSE,FALSE,"NA","NA",2,"no"
"1996","school",36,"$25000 or more","pacific",0,"iap",2.6,FALSE,FALSE,TRUE,"yes","no",1,"yes"
"1996","working fulltime",33,"$20000 - 24999","pacific",0,"iap",1.2,TRUE,FALSE,TRUE,"yes","yes",2,"no"
"1996","working parttime",42,"$10000 - 14999","pacific",104,"NA",6,TRUE,FALSE,TRUE,"yes","no",2,"no"
"1996","working fulltime",36,"$3000 to 3999","pacific",30,"iap",7,TRUE,TRUE,TRUE,"NA","NA",0,"yes"
"1996","working fulltime",36,"$15000 - 19999","pacific",42,"iap",1,TRUE,FALSE,FALSE,"NA","no",1,"no"
"1996","working fulltime",64,"$25000 or more","pacific",104,"iap",2.4,TRUE,FALSE,FALSE,"yes","NA",4,"yes"
"1996","working fulltime",71,"$25000 or more","pacific",6,"iap",2,TRUE,FALSE,FALSE,"NA","yes",2,"no"
"1996","working fulltime",64,"$25000 or more","pacific",30,"yes",1,TRUE,FALSE,FALSE,"NA","NA",0,"yes"
"1996","working fulltime",66,"$25000 or more","pacific",6,"yes",1.2,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","school",42,"$25000 or more","pacific",22.6,"yes",2,FALSE,FALSE,TRUE,"no","yes",1,"no"
"1996","working fulltime",74,"$25000 or more","pacific",12,"iap",3,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","working parttime",65,"$25000 or more","pacific",52,"NA",2,TRUE,FALSE,TRUE,"no","no",0,"yes"
"1996","keeping house",30,"$15000 - 19999","pacific",52,"NA",3,TRUE,FALSE,TRUE,"yes","no",1,"no"
"1996","working parttime",61,"$6000 to 6999","pacific",0,"yes",2,TRUE,FALSE,TRUE,"yes","NA",0,"no"
"1996","working fulltime",32,"$5000 to 5999","pacific",6,"NA",4,FALSE,FALSE,TRUE,"yes","NA",0,"no"
"1996","working parttime",29,"$8000 to 9999","pacific",0,"iap",1,TRUE,FALSE,FALSE,"NA","NA",0,"yes"
"1996","working fulltime",54,"$25000 or more","pacific",6,"iap",1,TRUE,FALSE,TRUE,"NA","yes",0,"no"
"1996","working fulltime",44,"$15000 - 19999","pacific",1,"yes",1,FALSE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",51,"$25000 or more","pacific",0,"yes",1,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","temp not working",34,"$15000 - 19999","pacific",52,"NA",6,FALSE,FALSE,FALSE,"no","no",2,"no"
"1996","working fulltime",31,"$10000 - 14999","pacific",12,"iap",2.2,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",52,"$25000 or more","new england",6,"NA",1,TRUE,FALSE,FALSE,"no","no",0,"no"
"1996","working fulltime",36,"$25000 or more","new england",1,"yes",2.6,TRUE,FALSE,FALSE,"yes","no",0,"no"
"1996","working fulltime",66,"$25000 or more","new england",6,"yes",3,FALSE,FALSE,FALSE,"NA","no",1,"no"
"1996","retired",39,"$25000 or more","new england",52,"NA",1,TRUE,FALSE,FALSE,"no","no",0,"yes"
"1996","retired",59,"$25000 or more","new england",0.5,"yes",3,FALSE,FALSE,TRUE,"NA","yes",0,"yes"
"1996","working fulltime",60,"$25000 or more","new england",1,"iap",2.4,FALSE,FALSE,FALSE,"yes","yes",1,"yes"
"1996","retired",28,"$8000 to 9999","new england",0,"iap",3,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",47,"$25000 or more","new england",1,"iap",1.8,TRUE,FALSE,FALSE,"no","yes",1,"no"
"1996","working parttime",52,"$10000 - 14999","new england",0,"NA",4,FALSE,FALSE,TRUE,"yes","yes",0,"no"
"1996","working parttime",40,"$25000 or more","new england",104,"NA",2,TRUE,FALSE,TRUE,"yes","NA",2,"no"
"1996","school",28,"$15000 - 19999","new england",1,"NA",3,TRUE,FALSE,TRUE,"no","NA",0,"yes"
"1996","working fulltime",31,"$25000 or more","new england",0,"yes",1,TRUE,FALSE,FALSE,"NA","no",1,"yes"
"1996","working fulltime",40,"$25000 or more","new england",1,"yes",2,FALSE,FALSE,FALSE,"NA","no",2,"no"
"1996","keeping house",66,"$25000 or more","new england",52,"iap",2.2,FALSE,FALSE,TRUE,"yes","no",0,"yes"
"1996","working fulltime",45,"$25000 or more","new england",1,"yes",2,TRUE,FALSE,FALSE,"NA","yes",0,"no"
"1996","working fulltime",47,"$10000 - 14999","new england",6,"iap",2.2,TRUE,FALSE,TRUE,"no","yes",0,"no"
"1996","working fulltime",27,"$25000 or more","new england",1,"yes",2,FALSE,FALSE,FALSE,"NA","NA",0,"no"
"1996","working fulltime",46,"$25000 or more","new england",1,"NA",1,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",44,"$25000 or more","new england",12,"yes",1,TRUE,FALSE,TRUE,"NA","no",0,"yes"
"1996","keeping house",51,"$25000 or more","new england",52,"iap",5,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",40,"$25000 or more","new england",1,"NA",0,TRUE,FALSE,FALSE,"no","yes",0,"no"
"1996","working fulltime",51,"$25000 or more","new england",1,"yes",1.6,TRUE,FALSE,FALSE,"no","NA",2,"no"
"1996","unempl, laid off",42,"$25000 or more","middle atlantic",6,"iap",3,TRUE,FALSE,FALSE,"yes","NA",2,"no"
"1996","working fulltime",42,"$15000 - 19999","middle atlantic",12,"NA",1,TRUE,FALSE,TRUE,"yes","no",2,"no"
"1996","working parttime",39,"$10000 - 14999","middle atlantic",1,"yes",4.6,TRUE,FALSE,TRUE,"yes","NA",1,"no"
"1996","working fulltime",22,"$25000 or more","middle atlantic",0.5,"NA",2,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",36,"$20000 - 24999","middle atlantic",12,"yes",3,TRUE,FALSE,FALSE,"NA","NA",1,"yes"
"1996","working fulltime",42,"$15000 - 19999","middle atlantic",52,"iap",2,TRUE,FALSE,TRUE,"yes","NA",1,"no"
"1996","unempl, laid off",46,"$10000 - 14999","middle atlantic",12,"iap",2,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working parttime",46,"$15000 - 19999","middle atlantic",6,"iap",3,TRUE,FALSE,TRUE,"no","NA",0,"yes"
"1996","working fulltime",52,"$20000 - 24999","middle atlantic",6,"iap",2.6,FALSE,FALSE,FALSE,"yes","NA",0,"no"
"1996","retired",64,"$15000 - 19999","middle atlantic",0.5,"iap",3,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",61,"$25000 or more","middle atlantic",12,"iap",1,TRUE,FALSE,FALSE,"NA","yes",0,"no"
"1996","working parttime",22,"$6000 to 6999","middle atlantic",0,"NA",4,TRUE,FALSE,FALSE,"no","NA",1,"no"
"1996","retired",44,"$10000 - 14999","middle atlantic",52,"NA",2,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",51,"$25000 or more","middle atlantic",6,"NA",2,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","keeping house",51,"$25000 or more","middle atlantic",0.5,"yes",3.8,TRUE,FALSE,TRUE,"no","yes",0,"no"
"1996","retired",27,"$20000 - 24999","middle atlantic",6,"NA",2,TRUE,FALSE,FALSE,"no","no",0,"no"
"1996","working fulltime",44,"$25000 or more","middle atlantic",30,"yes",1.2,TRUE,FALSE,TRUE,"no","yes",2,"yes"
"1996","retired",64,"$25000 or more","middle atlantic",52,"yes",2,TRUE,FALSE,FALSE,"NA","yes",0,"yes"
"1996","temp not working",46,"$25000 or more","middle atlantic",52,"iap",2.6,TRUE,FALSE,TRUE,"no","no",0,"no"
"1996","keeping house",30,"$10000 - 14999","middle atlantic",42,"iap",3,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",51,"$25000 or more","middle atlantic",42,"iap",2,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",43,"$25000 or more","middle atlantic",1,"NA",2,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","retired",28,"$7000 to 7999","middle atlantic",12,"NA",2,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","retired",54,"$25000 or more","middle atlantic",52,"iap",6,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","keeping house",28,"$10000 - 14999","middle atlantic",30,"iap",3,TRUE,FALSE,TRUE,"no","no",0,"no"
"1996","working fulltime",44,"$25000 or more","middle atlantic",104,"NA",0,TRUE,FALSE,FALSE,"yes","no",0,"no"
"1996","working fulltime",39,"$20000 - 24999","middle atlantic",0,"iap",6.4,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",36,"$15000 - 19999","middle atlantic",6,"yes",4,FALSE,FALSE,FALSE,"NA","NA",0,"no"
"1996","working fulltime",51,"$25000 or more","middle atlantic",30,"yes",1,TRUE,FALSE,TRUE,"NA","no",1,"yes"
"1996","working fulltime",32,"$25000 or more","middle atlantic",42,"iap",2.2,TRUE,FALSE,TRUE,"yes","yes",0,"no"
"1996","other",40,"$15000 - 19999","middle atlantic",42,"NA",4,FALSE,FALSE,FALSE,"no","yes",0,"no"
"1996","working fulltime",64,"$25000 or more","middle atlantic",30,"yes",0.8,TRUE,FALSE,TRUE,"no","no",1,"no"
"1996","working fulltime",37,"$25000 or more","middle atlantic",52,"NA",2,TRUE,FALSE,FALSE,"yes","yes",0,"no"
"1996","retired",42,"$20000 - 24999","middle atlantic",6,"NA",1,TRUE,FALSE,FALSE,"no","no",0,"no"
"1996","keeping house",54,"$25000 or more","middle atlantic",52,"yes",4,FALSE,FALSE,TRUE,"NA","no",0,"no"
"1996","retired",66,"$25000 or more","middle atlantic",52,"iap",3.8,TRUE,FALSE,FALSE,"no","no",0,"no"
"1996","working fulltime",36,"$20000 - 24999","middle atlantic",0,"NA",3,TRUE,FALSE,FALSE,"yes","no",0,"no"
"1996","working fulltime",44,"$25000 or more","middle atlantic",104,"NA",2,TRUE,FALSE,TRUE,"yes","no",2,"yes"
"1996","school",29,"$25000 or more","middle atlantic",42,"yes",2,TRUE,FALSE,TRUE,"NA","no",0,"no"
"1996","working fulltime",29,"$7000 to 7999","middle atlantic",0,"iap",3,TRUE,FALSE,TRUE,"no","NA",2,"no"
"1996","working fulltime",24,"$25000 or more","middle atlantic",1,"yes",2.4,TRUE,FALSE,TRUE,"no","yes",1,"no"
"1996","keeping house",40,"$8000 to 9999","middle atlantic",1,"yes",3,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",42,"$25000 or more","middle atlantic",6,"NA",4,TRUE,FALSE,TRUE,"yes","no",2,"yes"
"1996","other",34,"$10000 - 14999","new england",52,"iap",2,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","unempl, laid off",47,"$10000 - 14999","new england",1,"NA",6,TRUE,FALSE,FALSE,"yes","yes",0,"yes"
"1996","working fulltime",36,"$20000 - 24999","new england",1,"iap",3.6,TRUE,FALSE,TRUE,"no","yes",0,"no"
"1996","school",39,"$5000 to 5999","new england",1,"yes",3,TRUE,FALSE,TRUE,"no","NA",2,"yes"
"1996","working fulltime",47,"$10000 - 14999","new england",0,"NA",2,TRUE,FALSE,TRUE,"yes","no",0,"no"
"1996","keeping house",32,"$10000 - 14999","new england",12,"NA",5,FALSE,FALSE,TRUE,"yes","NA",3,"no"
"1996","temp not working",31,"$10000 - 14999","new england",0,"iap",1,TRUE,FALSE,FALSE,"NA","NA",1,"no"
"1996","working fulltime",41,"$25000 or more","new england",52,"iap",1,TRUE,FALSE,FALSE,"NA","no",5,"no"
"1996","retired",46,"$25000 or more","new england",30,"yes",2.4,TRUE,FALSE,TRUE,"no","no",0,"yes"
"1996","working fulltime",44,"$25000 or more","new england",1,"NA",3,FALSE,FALSE,FALSE,"no","NA",0,"no"
"1996","retired",66,"$10000 - 14999","new england",0,"iap",1,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",23,"$25000 or more","e. nor. central",0,"yes",1,TRUE,FALSE,FALSE,"NA","NA",0,"no"
"1996","temp not working",53,"$25000 or more","e. nor. central",30,"NA",1,FALSE,FALSE,TRUE,"yes","no",2,"no"
"1996","retired",24,"$25000 or more","e. nor. central",52,"yes",3,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","working fulltime",44,"$25000 or more","e. nor. central",42,"iap",1,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",31,"$25000 or more","e. nor. central",52,"iap",1,TRUE,FALSE,FALSE,"NA","NA",0,"no"
"1996","working parttime",32,"$25000 or more","e. nor. central",12,"yes",2,TRUE,FALSE,FALSE,"NA","no",2,"yes"
"1996","retired",46,"$7000 to 7999","e. nor. central",6,"NA",2,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","retired",23,"$5000 to 5999","e. nor. central",104,"NA",3,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working parttime",36,"$25000 or more","e. nor. central",42,"yes",2.2,TRUE,FALSE,TRUE,"no","no",2,"yes"
"1996","working fulltime",40,"$25000 or more","e. nor. central",42,"iap",1,TRUE,TRUE,FALSE,"NA","NA",0,"no"
"1996","unempl, laid off",30,"$15000 - 19999","e. nor. central",6,"iap",10,TRUE,FALSE,FALSE,"NA","NA",0,"no"
"1996","working fulltime",41,"$25000 or more","e. nor. central",1,"iap",1.8,FALSE,FALSE,FALSE,"no","no",0,"yes"
"1996","retired",36,"$20000 - 24999","e. nor. central",30,"iap",4,TRUE,FALSE,TRUE,"NA","yes",0,"no"
"1996","working fulltime",61,"$25000 or more","e. nor. central",6,"yes",1.4,TRUE,FALSE,TRUE,"no","NA",0,"yes"
"1996","working fulltime",24,"$25000 or more","e. nor. central",0,"NA",4,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",51,"$25000 or more","e. nor. central",12,"NA",1,TRUE,FALSE,TRUE,"no","yes",0,"yes"
"1996","working parttime",38,"$25000 or more","e. nor. central",52,"NA",5,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","retired",51,"$25000 or more","e. nor. central",12,"iap",2,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",46,"$25000 or more","e. nor. central",104,"NA",4,TRUE,FALSE,TRUE,"yes","no",2,"no"
"1996","working fulltime",39,"$25000 or more","e. nor. central",0.5,"iap",2.6,TRUE,FALSE,FALSE,"no","no",4,"no"
"1996","working parttime",39,"$25000 or more","e. nor. central",1,"NA",4,TRUE,FALSE,FALSE,"no","no",0,"no"
"1996","working fulltime",40,"$25000 or more","e. nor. central",52,"yes",3,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","retired",29,"$25000 or more","e. nor. central",42,"NA",3.4,TRUE,FALSE,TRUE,"no","no",0,"no"
"1996","working fulltime",40,"$25000 or more","e. nor. central",6,"NA",2,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",69,"$25000 or more","e. nor. central",104,"iap",3,FALSE,FALSE,FALSE,"NA","no",0,"yes"
"1996","working parttime",28,"$25000 or more","e. nor. central",1,"yes",2.2,FALSE,FALSE,TRUE,"no","NA",1,"yes"
"1996","working fulltime",30,"$25000 or more","e. nor. central",52,"yes",0,TRUE,FALSE,TRUE,"NA","yes",2,"no"
"1996","working fulltime",48,"$25000 or more","e. nor. central",1,"NA",2,TRUE,FALSE,TRUE,"no","no",0,"yes"
"1996","keeping house",52,"$15000 - 19999","e. nor. central",104,"yes",3,TRUE,FALSE,TRUE,"NA","no",0,"no"
"1996","keeping house",29,"$25000 or more","e. nor. central",52,"NA",3,TRUE,FALSE,TRUE,"no","no",2,"no"
"1996","retired",36,"$25000 or more","e. nor. central",30,"yes",3,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","working fulltime",66,"$25000 or more","e. nor. central",52,"yes",1.6,TRUE,FALSE,FALSE,"no","yes",0,"no"
"1996","working fulltime",30,"$25000 or more","e. nor. central",52,"yes",3.4,TRUE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",35,"$25000 or more","e. nor. central",6,"yes",2.4,TRUE,FALSE,TRUE,"no","no",2,"yes"
"1996","keeping house",30,"$6000 to 6999","e. nor. central",104,"NA",2,FALSE,FALSE,TRUE,"no","NA",0,"no"
"1996","retired",51,"$25000 or more","e. nor. central",6,"yes",5,FALSE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",61,"$25000 or more","e. nor. central",6,"yes",3,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",39,"$25000 or more","e. nor. central",52,"NA",2,TRUE,FALSE,FALSE,"yes","NA",0,"no"
"1996","working fulltime",35,"$20000 - 24999","e. nor. central",6,"yes",3.2,FALSE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",44,"$25000 or more","e. nor. central",0.5,"yes",2,TRUE,FALSE,FALSE,"no","yes",0,"no"
"1996","other",36,"$20000 - 24999","e. nor. central",104,"iap",2.4,TRUE,FALSE,TRUE,"no","NA",1,"no"
"1996","keeping house",28,"$5000 to 5999","e. nor. central",0.5,"NA",3,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",25,"$20000 - 24999","e. nor. central",0.5,"NA",6,FALSE,FALSE,FALSE,"no","no",2,"yes"
"1996","working fulltime",42,"$15000 - 19999","e. nor. central",0.5,"yes",3,TRUE,FALSE,FALSE,"yes","NA",0,"no"
"1996","unempl, laid off",57,"$15000 - 19999","e. nor. central",1,"iap",5.4,FALSE,FALSE,FALSE,"yes","NA",1,"no"
"1996","keeping house",28,"$10000 - 14999","e. nor. central",52,"yes",2.2,FALSE,FALSE,TRUE,"no","no",0,"no"
"1996","working fulltime",30,"$25000 or more","e. nor. central",1,"NA",6,TRUE,FALSE,FALSE,"no","NA",0,"yes"
"1996","keeping house",30,"$20000 - 24999","e. nor. central",1,"iap",2,TRUE,FALSE,FALSE,"NA","yes",0,"no"
"1996","working fulltime",64,"$25000 or more","e. nor. central",104,"iap",2,TRUE,FALSE,TRUE,"NA","NA",0,"yes"
"1996","other",46,"$20000 - 24999","w. nor. central",12,"yes",3,FALSE,FALSE,TRUE,"yes","no",0,"no"
"1996","working fulltime",74,"$10000 - 14999","w. nor. central",1,"NA",2,TRUE,FALSE,FALSE,"no","NA",0,"yes"
"1996","working fulltime",50,"$25000 or more","w. nor. central",52,"yes",2,FALSE,FALSE,FALSE,"NA","no",3,"no"
"1996","other",65,"$25000 or more","w. nor. central",1,"NA",3,TRUE,FALSE,TRUE,"no","no",0,"no"
"1996","working fulltime",74,"$25000 or more","w. nor. central",12,"NA",2,TRUE,FALSE,TRUE,"no","no",2,"no"
"1996","working fulltime",74,"$25000 or more","w. nor. central",0.5,"yes",3,TRUE,FALSE,TRUE,"NA","NA",0,"yes"
"1996","working parttime",32,"$25000 or more","w. nor. central",6,"iap",3,TRUE,FALSE,FALSE,"NA","NA",0,"no"
"1996","working fulltime",39,"$15000 - 19999","w. nor. central",42,"iap",1,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working parttime",49,"$25000 or more","w. nor. central",104,"yes",1,TRUE,FALSE,FALSE,"NA","no",2,"no"
"1996","working fulltime",31,"$25000 or more","w. nor. central",1,"yes",2.8,TRUE,FALSE,TRUE,"yes","NA",0,"no"
"1996","working parttime",20,"$25000 or more","w. nor. central",6,"yes",4,TRUE,FALSE,TRUE,"NA","yes",2,"no"
"1996","working fulltime",60,"$8000 to 9999","w. nor. central",52,"iap",0,TRUE,FALSE,TRUE,"NA","NA",0,"no"
"1996","school",41,"$8000 to 9999","w. nor. central",1,"iap",2,TRUE,FALSE,FALSE,"yes","NA",0,"no"
"1996","working fulltime",22,"$25000 or more","w. nor. central",0,"NA",4,TRUE,FALSE,FALSE,"yes","no",2,"no"
"1996","working parttime",29,"$10000 - 14999","w. nor. central",1,"iap",1,TRUE,FALSE,TRUE,"NA","NA",1,"no"
"1996","working fulltime",51,"$25000 or more","w. nor. central",12,"iap",1,FALSE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",36,"$25000 or more","e. nor. central",52,"yes",2.4,FALSE,FALSE,TRUE,"yes","no",3,"yes"
"1996","temp not working",35,"$8000 to 9999","e. nor. central",6,"iap",3,TRUE,FALSE,TRUE,"NA","NA",0,"yes"
"1996","working fulltime",35,"$15000 - 19999","e. nor. central",0,"yes",3.2,TRUE,FALSE,FALSE,"yes","NA",1,"yes"
"1996","working fulltime",28,"$25000 or more","e. nor. central",0,"NA",0,TRUE,FALSE,TRUE,"no","NA",1,"yes"
"1996","working fulltime",17,"$4000 to 4999","e. nor. central",23.5,"NA",5,TRUE,FALSE,TRUE,"no","NA",0,"no"
"1996","working fulltime",34,"$25000 or more","e. nor. central",1,"NA",5,TRUE,FALSE,FALSE,"yes","yes",2,"yes"
"1996","unempl, laid off",25,"lt $1000","e. nor. central",1,"iap",2.4,FALSE,FALSE,FALSE,"yes","yes",0,"no"
"1996","working fulltime",33,"$20000 - 24999","e. nor. central",1,"iap",1,FALSE,FALSE,TRUE,"NA","NA",0,"no"
"1996","working fulltime",39,"$25000 or more","e. nor. central",10.8,"iap",2,FALSE,TRUE,TRUE,"NA","no",2,"no"
"1996","working fulltime",27,"$25000 or more","e. nor. central",0,"yes",2.6,TRUE,FALSE,FALSE,"yes","no",0,"no"
"1996","working fulltime",22,"$20000 - 24999","e. nor. central",42,"iap",1.8,TRUE,FALSE,TRUE,"no","NA",0,"yes"
"1996","keeping house",51,"$15000 - 19999","e. nor. central",1,"yes",2.8,TRUE,FALSE,TRUE,"yes","no",2,"no"
"1996","retired",50,"$10000 - 14999","e. nor. central",104,"yes",2,TRUE,FALSE,TRUE,"NA","NA",0,"yes"
"1996","working fulltime",46,"$25000 or more","e. nor. central",52,"NA",2,TRUE,FALSE,TRUE,"yes","yes",3,"no"
"1996","retired",28,"$25000 or more","e. nor. central",15.9,"NA",2,TRUE,FALSE,TRUE,"no","no",0,"no"
"1996","working parttime",29,"$15000 - 19999","e. nor. central",0,"yes",4,TRUE,FALSE,TRUE,"NA","yes",0,"no"
"1996","unempl, laid off",35,"$25000 or more","e. nor. central",30,"NA",2,TRUE,FALSE,FALSE,"no","NA",0,"yes"
"1996","working parttime",52,"$25000 or more","e. nor. central",0,"yes",1,TRUE,FALSE,TRUE,"no","no",2,"no"
"1996","working fulltime",35,"$25000 or more","e. nor. central",52,"yes",2,TRUE,FALSE,TRUE,"NA","no",2,"no"
"1996","retired",51,"$10000 - 14999","w. nor. central",6,"NA",5,TRUE,FALSE,TRUE,"no","no",0,"no"
"1996","working fulltime",51,"$25000 or more","w. nor. central",6,"NA",2,TRUE,TRUE,FALSE,"no","no",1,"yes"
"1996","keeping house",28,"$15000 - 19999","w. nor. central",6,"yes",3,TRUE,FALSE,TRUE,"NA","no",0,"yes"
"1996","retired",22,"$25000 or more","w. nor. central",1,"yes",2,TRUE,FALSE,FALSE,"NA","no",0,"yes"
"1996","working parttime",64,"$25000 or more","w. nor. central",104,"yes",3,TRUE,FALSE,TRUE,"NA","no",0,"yes"
"1996","working parttime",64,"$25000 or more","w. nor. central",30,"yes",1,TRUE,FALSE,TRUE,"NA","no",0,"yes"
"1996","working fulltime",27,"$25000 or more","w. nor. central",1,"yes",1,TRUE,FALSE,FALSE,"NA","no",2,"yes"
"1996","retired",66,"$25000 or more","w. nor. central",6,"yes",3,TRUE,FALSE,TRUE,"NA","no",0,"no"
"1996","retired",51,"$20000 - 24999","w. nor. central",1,"yes",4.2,FALSE,FALSE,FALSE,"no","NA",0,"no"
"1996","working fulltime",42,"$25000 or more","w. nor. central",52,"yes",1.8,TRUE,FALSE,TRUE,"yes","no",0,"no"
"1996","working fulltime",51,"$25000 or more","w. nor. central",52,"iap",2,TRUE,FALSE,TRUE,"NA","no",0,"no"
"1996","retired",40,"$25000 or more","w. nor. central",12,"yes",3,TRUE,FALSE,FALSE,"no","no",0,"no"
"1996","working fulltime",27,"$15000 - 19999","w. nor. central",1,"yes",2,FALSE,FALSE,FALSE,"NA","yes",0,"no"
"1996","working fulltime",37,"$25000 or more","w. nor. central",1,"yes",3,TRUE,FALSE,FALSE,"NA","no",0,"no"
